unique_id,repo_name,path,effective_code_length,loop_count,computation_count,execution_time_cycles,instruction_count,cpi,I1mr,ILmr,Dr,Dw,D1mr,D1mw,DLmr,DLmw,cpu_fre,execution_time,total_memory,instruction_cache_miss_rate,data_cache_miss_rate,code
035-4268,Gurgel100/gcc,gcc/testsuite/gcc.dg/vect/pr91293-1.c,17,1,15,1648397.9998155,170410.0,9.673123642978698,1147.0,1138.0,38668.0,12782.0,1577.0,586.0,1323.0,546.0,1500000000,0.001098931999877,1082014363648.0,0.0134088375095358,0.0783673469387755,"/* { dg-additional-options ""-msse4.1"" { target { sse4_runtime } } } */

long long a;
unsigned b, c;
int d = 62;
void e(long long *f, int p2) { *f = p2; }
int main()
{
  for (int g = 2; g <= d; g++)
    {
      b += g + 4;
      c += 5 - g;
    }
  e(&a, b);
  if (a != 2196)
    __builtin_abort ();
  return 0;
}
"
344-11547,Ektorus/bohrium,ve/cpu/tools/asm.c,14,1,19,2432912.7045348003,174644.0,13.93069329607659,1331.0,1313.0,39448.0,13573.0,1617.0,643.0,1340.0,601.0,1500000000,0.0016219418030232,1082014363648.0,0.0151393692311215,0.0792327568321985,"#include <inttypes.h>
#include <stdlib.h>
#include <stdio.h>

int main(void)
{
    const int size = 125;
    //__asm__(""# begin malloc""::);
    int* array_a = (int*)malloc(sizeof(int)*size);
    //__asm__(""# end malloc""::);

    //__asm__(""# begin loop""::);
    for(int i=0; i<size; ++i) {
        array_a[i] = 7;
    }
    //__asm__(""# end here""::);

    printf(""hej=%d %d\n"", *array_a, *(array_a+size-1));
    return 0;
}
"
035-13714,weezybusy/KnR2,1/1-5.c,13,1,18,2287879.5862197,214444.0,10.668887914793606,1495.0,1466.0,48201.0,18931.0,1635.0,638.0,1354.0,596.0,1500000000,0.0015252530574798,1082014363648.0,0.0138078006379287,0.062905916701424,"/* 
 * Exercise 1-5
 *
 * Modify the temperature conversion program to print the table in
 * reverse order, that is, from 300 degrees to 0.
 * */

#include <stdio.h>

int main(void)
{
        printf(""%3c %6c\n"", 'F', 'C');
        for (int fahr = 300; fahr >= 0; fahr -= 20)
                printf(""%3d %6.1f\n"", fahr, (5.0 / 9.0) * (fahr - 32.0));

        return 0;
}
"
108-14480,metbosch/PCA-Lab,lab4_session/matriu4x4/matriu4x4_original.c,47,8,20,564239086.699672,6580189516.0,0.0857481512695082,1371.0,1346.0,1460042826.0,640015515.0,1648.0,641.0,1363.0,597.0,1500000000,0.3761593911331147,1082014363648.0,4.129060406837073e-07,2.023277123804438e-06,"#include <stdio.h>
#include <stdlib.h>
#include <assert.h>

#define N_ITER 10000000

void multiplica(int A[4][4], int B[4][4], int C[4][4], unsigned int n_iter)
{
   int iter;
   int i,j,k;

   for (iter=0; iter<n_iter; iter++)
   {
      for (i = 0; i < 4; i++) 
      {
        for (j = 0; j < 4; j++) 
	{
           for (k = 0; k < 4; k++) 
	   {
              C[i][j] = C[i][j] + A[i][k] * B[k][j];
	   }
	}
      }
   }
}

void print_matriu(int C[][4])
{
   int i,j,k;

   for (i = 0; i < 4; i++) 
   {
     for (j = 0; j < 4; j++) 
     {
       printf(""%d "", C[i][j]);
     }
     printf(""\n"");
   }
}

int main(int argc, char *argv[])
{
    int A[4][4], B[4][4], C[4][4] = {{0,0,0,0},{0,0,0,0},{0,0,0,0},{0,0,0,0}};
    unsigned int n_iter=N_ITER, i,j;

    for (i=0; i<4; i++) {
        for (j=0; j<4; j++) {
            A[i][j] = rand();
            B[i][j] = rand();
        }
    }

    if (argc > 1) {
	n_iter = atoi(argv[1]); 
    }

    multiplica(A, B, C, n_iter);

    print_matriu(C);
         
    return 0;
}
"
192-1700,deborasetton/cpar-openmp-mpi-examples,openmp/pi_serial.c,18,1,18,218057623.5987246,1188174922.0,0.1835231656235882,1430.0,1405.0,39545.0,13564.0,1624.0,638.0,1345.0,594.0,1500000000,0.1453717490658164,1082014363648.0,2.3860123181424965e-06,0.0791014705605453,"/**
 * Serial calculation of Pi.
 */

#include <stdio.h>

static long num_steps = 99000000;
double step;

int main(void) {
  int i;
  double x, pi, sum = 0.0;

  printf(""num_steps = %ld\n"", num_steps);

  step = 1.0 / (double) num_steps;

  for (i = 0; i < num_steps; ++i) {
    x = (i + 0.5) * step;
    sum = sum + 4.0 / (1.0 + x * x);
  }

  pi = step * sum;
  printf(""Pi is: %f\n"", pi);
  return 0;
}
"
173-10217,iTech-/napnac.ga,content/articles/algorithme/structure_donnees/pile/pile_liste_chainee.c,60,1,33,1193071.36628775,173380.0,6.881249279040258,1243.0,1227.0,39338.0,13301.0,1603.0,631.0,1336.0,588.0,1500000000,0.0007953809108585,1082014363648.0,0.0142461644941746,0.0789908622884173,"#include <stdio.h>
#include <stdlib.h>

typedef struct Noeud Noeud;
struct Noeud
{
   Noeud *suivant;
   int donnee;
};

typedef Noeud *Pile;

void creerPile(Pile *pile)
{
   *pile = NULL;
}

void supprimerPile(Pile *pile)
{
   Noeud *iPile;

   for(iPile = *pile; iPile != NULL; ) {
      Noeud *temp;

      temp = iPile->suivant;
      free(iPile);
      iPile = temp;
   }
}

void empiler(Pile *pile, int donnee)
{
   Noeud *nouveau;

   nouveau = malloc(sizeof(Noeud));
   nouveau->suivant = *pile;
   nouveau->donnee = donnee;

   *pile = nouveau;
}

int depiler(Pile *pile)
{
   Noeud *temp;
   int donnee;

   temp = (*pile)->suivant;
   donnee = (*pile)->donnee;
   free(*pile);
   *pile = temp;

   return donnee;
}

int estVide(Pile *pile)
{
   if(*pile == NULL)
      return 1;
   else
      return 0;
}

int main(void)
{
   Pile pile;

   creerPile(&pile);

   empiler(&pile, 42);
   // 42
   empiler(&pile, 9);
   // 9
   // 42

   int retour = depiler(&pile);
   // retour = 9

   supprimerPile(&pile);

   return 0;
}
"
078-24829,SnipyJulmy/mcs_notes_and_resume,sys-oriented-prog/exercices/s08/exercices/ex1/to_upper.c,28,2,17,2303962.3629301502,175166.0,12.989244488085587,1237.0,1221.0,39724.0,13465.0,1616.0,633.0,1345.0,591.0,1500000000,0.0015359749086201,1082014363648.0,0.0140324035486338,0.0786816823027317,"#include <stdlib.h>
#include <assert.h>
#include <string.h>
#include <ctype.h>

char* to_upper_a(char* string)
{
    for (int i = 0; i < strlen(string); i++)
    {
        string[i] = (char) toupper(string[i]);
    }
    return string;
}

char* to_upper_b(char* string)
{
    char* start = string;
    while (*string != '\0')
    {
        if (*string >= 'a' && *string <= 'z')
            *string += ('A' - 'a');
        string++;
    }
    return start;
}

int main(void)
{
    char* a = malloc(4 * sizeof(char));
    strcpy(a, ""asd"");
    assert(strcmp(to_upper_a(a), ""ASD"") == 0);
    strcpy(a, ""asd"");
    assert(strcmp(to_upper_b(a), ""ASD"") == 0);
    return EXIT_SUCCESS;
}

"
296-27161,ccilab/binutils,gdb/testsuite/gdb.dwarf2/dw2-bad-mips-linkage-name.c,33,1,24,1865209.54594005,169080.0,11.031517624792995,1142.0,1132.0,38460.0,12696.0,1566.0,584.0,1317.0,544.0,1500000000,0.0012434730306267,1082014363648.0,0.0134492547906316,0.0784072249589491,"/* This testcase is part of GDB, the GNU debugger.

   Copyright 2015-2016 Free Software Foundation, Inc.

   This program is free software; you can redistribute it and/or modify
   it under the terms of the GNU General Public License as published by
   the Free Software Foundation; either version 3 of the License, or
   (at your option) any later version.

   This program is distributed in the hope that it will be useful,
   but WITHOUT ANY WARRANTY; without even the implied warranty of
   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
   GNU General Public License for more details.

   You should have received a copy of the GNU General Public License
   along with this program.  If not, see <http://www.gnu.org/licenses/>.  */

/* Dummy main function.  */

int
main (void)
{
  asm (""main_label: .globl main_label"");
  return 0;
}

/* dummy f function, DWARF will describe arguments and type differently.  */
int
f (char *x)
{
  asm (""f_label: .globl f_label"");
  return 0;
}

/* dummy g function, DWARF will describe arguments and type differently.  */
int
g (char *x)
{
  asm (""g_label: .globl g_label"");
  return 0;
}
"
050-12051,algobook/Algo_Ds_Notes,Queue_Using_Linked_List/Queue_Linked_List.c,94,2,30,1632333.0346493998,185313.0,8.80851856048955,1357.0,1335.0,42031.0,15159.0,1633.0,645.0,1353.0,600.0,1500000000,0.0010882220230996,1082014363648.0,0.0145267736208468,0.0739814652911348,"#include <stdio.h>
#include <stdlib.h>

//A structure having data and link representing a node in linked list
typedef struct node
{
	int data;
	struct node *link;
}node;

node *front=NULL,*rear=NULL;

//A fuction to check for empty queue
int isEmpty()
{
	if (front == NULL)
		return 1;
	else
		return 0;
}

//Fuction to insert node in queue
void enqueue(int elt)
{
	node *newNode;
	newNode = (node *)malloc(sizeof(node));
	newNode->data = elt;
	newNode->link = NULL;
	if (newNode == NULL)
	{
		printf(""Memory is not allocated\n"");
		return;
	}
	if (front == NULL)
	{
		front = newNode;
		rear = newNode;
	}
	else
	{
		rear->link = newNode;
		rear = newNode;
	}
	printf(""%d inserted in the queue\n"", elt);
}

//Function to delete a node from queue
void dequeue()
{
	int data;
	if (isEmpty())
	{
		printf(""Queue is empty\n"");
		return;
	}
	data = front->data;
	printf(""Element deleted is %d\n"", data);
	front = front->link;
}

//Fucntion to display the queue
void display()
{
	node *ptr;
	if (isEmpty())
	{
		printf(""Queue is empty\n"");
		return;
	}
	printf(""The queue is\n"");
	for (ptr = front; ptr != NULL; ptr = ptr->link)
		printf(""%d\t"", ptr->data);
	printf(""\n"");
}


int main()
{
	dequeue();
	enqueue(15);
	enqueue(49);
	enqueue(54);
	enqueue(2);
	enqueue(97);
	display();
	dequeue();
	dequeue();
	display();
	return 0;
}

/* Output
Queue is empty
15 inserted in the queue
49 inserted in the queue
54 inserted in the queue
2 inserted in the queue
97 inserted in the queue
The queue is
15	49	54	2	97
Element deleted is 15
Element deleted is 49
The queue is
54	2	97
*/
"
123-28487,arkamar/bbcl,bbcl.c,130,5,68,1752572.83262895,181399.0,9.661420404743136,1313.0,1293.0,41522.0,14240.0,1666.0,636.0,1376.0,594.0,1500000000,0.0011683818884193,1082014363648.0,0.014366121092178,0.0766113123632581,"/* See LICENSE file for copyright and license details. */
#include <stdio.h>
#include <stdlib.h>
#include <string.h>

#define COLOR_ONLINE		""\x1b[1;32m""
#define COLOR_AWAY		""\x1b[1;33m""
#define COLOR_OFFLINE	""\x1b[1;31m""
#define COLOR_RESET		""\x1b[0m""
#define CLEAR_LINE		""\x1b[0K""
#define CLEAR_PAGE		""\x1b[0J""
#define GO_TOP				""\x1b[1H""

struct node {
	struct node * next;
	struct node * prev;
	size_t len;
	char name[];
};

static struct node * front = NULL;

static char *
endname(char * name, const char end) {
	char * ob = strchr(name, end);
	if (ob)
		ob[0] = '\0';
	return ob;
}

static struct node *
find(const char * name, struct node ** ret) {
	struct node * n = front;
	while (n) {
		int comparison = strcasecmp(name, n->name);
		if (ret && comparison > 0)
			*ret = n;
		if (comparison < 0)
			return NULL;
		if (comparison == 0)
			break;
		n = n->next;
	}
	return n;
}

static int
add(const char * name) {
	size_t len = strlen(name) + 1;
	struct node * la = NULL;
	if (find(name, &la))
		return 1;
	struct node * new = malloc(sizeof(struct node) + len);
	if (new == NULL) {
		perror(""Cannont allocate memmory"");
		return -1;
	}
	memcpy(new->name, name, len);

	new->prev = la;
	if (la != NULL) { /* I am in middle */
		new->next = la->next;
		la->next = new;
	} else { /* front */
		new->next = front;
		front = new;
	}

	if (new->next)
		new->next->prev = new;

	return 0;
}

static int
away(const char * name) {
	return 0;
}

static int
delete(const char * name) {
	struct node * n = find(name, NULL);
	if (n) {
		struct node * next = n->next;
		struct node * prev = n->prev;
		if (next != NULL)
			next->prev = prev;

		if (prev == NULL)
			front = next;
		else
			prev->next = next;

		free(n);
	}
	return 0;
}

static void
print() {
	struct node * n;
	n = front;
	while (n) {
		printf(""%s"" CLEAR_LINE ""\n"", n->name);
		n = n->next;
	}
}

static void
clear() {
	struct node * n;
	while (front) {
		n = front->next;
		free(front);
		front = n;
	}
}

int
main(int argc, char *argv[]) {
	char * buff = NULL;
	size_t size = 0;
	ssize_t len;
	char * name;
	int position = 0;
	while ((len = getline(&buff, &size, stdin)) > 0) {
		position = strchr(buff, ' ') - buff + 2;
		if (position > 0 && len < position + 3)
			continue;
		switch (buff[position]) {
		case '!':
			name = buff + position + 3;
			if (!endname(name, '('))
				continue;
			delete(name);
			break;
		case 'v':
			name = buff + position + 2;
			endname(name, '\n');
			if (buff[position - 1] == '+')
				add(name);
			else
				away(name);
			break;
		default:
			continue;
		}
		printf(GO_TOP);
		print();
		printf(CLEAR_PAGE);
		fflush(stdout);
	}
	clear();
	free(buff);
	return 0;
}
"
144-16083,foxtrot9/HPC_project,code/qsort.c,71,4,37,1675845379.5919194,3454637345.0,0.4851002324239623,1437.0,1413.0,576455709.0,410000064.0,12972394.0,633393.0,1368.0,625616.0,1500000000,1.1172302530612797,1082014363648.0,8.249780556922683e-07,0.0144281896761731,"#include <stdio.h>
#include <stdlib.h>
#define MAX 10000000

void randomSequence(unsigned int *seedp,int *arr,int size)
{
    int i=0;
    for(i=0; i<size; ++i)
    {
        rand_r(seedp);
        arr[i] = *seedp;
    }
}

void randomGenerator(unsigned int *seedp)
{
    rand_r(seedp);
}

int partition(int arr[], int low, int high,unsigned int *seedp)
{
    randomGenerator(seedp);
    unsigned int randomNumber = *seedp;
    int l = (high - low + 1);
    int pivotIndex = low + (randomNumber%l); //generates a random number as a pivot
    int pivot;
    int i = low - 1;
    int j;
    pivot = arr[pivotIndex];
    int temp;
    temp = arr[pivotIndex];
    arr[pivotIndex] = arr[high];
    arr[high] = temp;
    for (j = low; j < high; j++)
    {
        if (arr[j] < pivot)
        {
            i++;
            temp = arr[i];
            arr[i] = arr[j];
            arr[j] = temp;
        }
 
    }
    temp = arr[i+1];
    arr[i+1] = arr[high];
    arr[high] = temp;
    return i + 1;
}
 
void quick_sort(int arr[], int p, int q,unsigned int *seedp)
{
    int j;
    if (p < q)
    {
        j = partition(arr, p, q,seedp);
        quick_sort(arr, p, j-1,seedp);
        quick_sort(arr, j+1, q,seedp);
    }
}

int main()
{
    int i;
    int *arr = (int *) malloc(sizeof(int)*MAX);
    unsigned int seed = 5;
    struct timeval start, end;
    time_t t1 = time(NULL);
    randomSequence(&seed,arr,MAX);
    double t2 = time(NULL);
    fprintf(stderr,""Time taken for generation of input = %e\n"",t2-t1);
    t1 = time(NULL);
    gettimeofday(&start, NULL);
    quick_sort(arr, 0, MAX-1,&seed);
    gettimeofday(&end, NULL);
    t2 = time(NULL);
    double delta = ((end.tv_sec  - start.tv_sec) * 1000000u + end.tv_usec - start.tv_usec) / 1.e6;
    fprintf(stderr,""Time taken for output = %e .\n"",delta);
    return 0;
}
"
327-31932,mickael-guene/gcc,gcc/testsuite/c-c++-common/ubsan/pr71403-2.c,20,3,20,1757417.9219080498,169985.0,10.335158984616289,1146.0,1137.0,38667.0,12782.0,1577.0,586.0,1324.0,546.0,1500000000,0.0011716119479387,1082014363648.0,0.0134305968173662,0.0783883068669945,"/* { dg-do run } */
/* { dg-additional-options ""-fsanitize=unreachable"" } */

char a, c;
short b;

int
main ()
{
  unsigned d = 0;
  int e = 1;
  for (a = 0; a < 2; a++)
    {
      if (e)
        c--;
      for (; d < 2; d++)
        for (b = 0; b; b++)
          ;
      e = 0;
    }
  __builtin_exit (0);
}
"
245-319,8l/ucc-c-compiler,test2/initialisation/compound/undefined.c,16,2,18,2171432.9486712,170518.0,12.734327167806333,1146.0,1138.0,38744.0,12798.0,1582.0,587.0,1326.0,546.0,1500000000,0.0014476219657808,1082014363648.0,0.0133944803481157,0.0784020798572038,"// 9 * 9 =
// RUN: %ucc -o %t %s

typedef struct
{
	int x;
} int_1;

#define MAX_INTS 10

int main(void){
	int_1 *ints[MAX_INTS];

	for(int i = 0; i < MAX_INTS; i++)
		ints[i] = &(int_1){ i };
	// undefined once scope is left

	int sum = 0;
	for(int i = 0; i < MAX_INTS; i++)
		sum += ints[i]->x;


	return sum;
}
"
342-12788,Gurgel100/gcc,gcc/testsuite/gcc.dg/pr97501.c,12,2,11,1282876.4738514,169083.0,7.587255963047734,1142.0,1132.0,38460.0,12696.0,1568.0,585.0,1317.0,546.0,1500000000,0.0008552509825676,1082014363648.0,0.0134490161636592,0.0785049652044725,"// { dg-do compile }
// { dg-options ""-O2"" }

static int c = 0;

int main() {
  int b = 0;
  if (c) {
  for (;; b--)
    do
      b++;
    while (b);
  }
}
"
162-10368,tehp/c-notes,lab05/lab05.c,75,3,29,2072464.3254652498,177949.0,11.646393067676694,1353.0,1333.0,40299.0,13982.0,1627.0,636.0,1347.0,594.0,1500000000,0.0013816428836435,1082014363648.0,0.015094212386695,0.0774488310826992,"#include<stdio.h>
#include<ctype.h>
#include<string.h>
#include<stdlib.h>

#define CHECK(PRED) printf(""%s ... %s\n"",(PRED) ? ""passed"" : ""FAILED"", #PRED)
#define LINESIZE 512

void min_max (const int a[], size_t n, int *pmin, int *pmax);
size_t num_digits (unsigned long n);

void min_max (const int a[], size_t n, int *pmin, int *pmax) {

  size_t i;

  if (n >= 1) {

    *pmin = a[0];
    *pmax = a[0];

    for (i = 1; i < n; i++) {
      if (a[i] < *pmin) {
        *pmin = a[i];
      }

      if (a[i] > *pmax) {
        *pmax = a[i];
      }
    }
  }
}

size_t num_digits (unsigned long n) {

  size_t i;
  if (n == 0) {
    printf(""%d\n"", 1);
    return 1;
  }
  for (i = 0; n != 0; i++) {
    n = (n/10);
  }

  printf(""%lu\n"", i);

  return i;

}

int is_reversible(unsigned long n) {

  int reverse;
  int rem;
  size_t i;
  int actual;

  actual = n;
  i = n;

  reverse = 0;

  while(i!=0) {
    rem = i%10;
    reverse = rem + (reverse*10);
    i = (i/10);
  }

  if (reverse == actual) {
    printf(""worked\n"");
    return 1;
  } else {
    printf(""failed\n"");
    return 0;
  }

}

int main(void) {
  int a[] = {2, 3, 4, 5};
  size_t n = 4;

  int b[] = {1};
  size_t k = 1;

  int pmin = 0;
  int pmax = 0;

  unsigned long p = 12321;
  unsigned long q = 123;
  unsigned long r = 0;

  printf(""min max tests\n"");

  min_max(a, n, &pmin, &pmax);
  printf(""%d - %d\n"", pmin, pmax);

  min_max(b, k, &pmin, &pmax);
  printf(""%d - %d\n"", pmin, pmax);

  printf(""num digits tests\n"");
  num_digits(p);
  num_digits(q);
  num_digits(r);

  printf(""is reversible tests\n"");
  is_reversible(p);
  is_reversible(q);
  is_reversible(r);

  return 0;
}
"
060-30487,trammell/test,C/condense/condense.c,41,1,22,1565717.85919365,175144.0,8.939598273420728,1296.0,1280.0,39727.0,13514.0,1630.0,635.0,1351.0,592.0,1500000000,0.0010438119061291,1082014363648.0,0.0147078975014844,0.0790368325162938,"/*
http://www.solipsys.co.uk/Writings/TestsForProgrammers_Part_1.html

Write a C routine with the following prototype:

    void condense_by_removing(char *z_terminated, char char_to_remove);

Your routine should modify the given zero-terminated string in place, removing
all instances of the given char.
*/

#include <assert.h>
#include <stdio.h>
#include <string.h>

void condense_by_removing(char *, char);

int main(int argc, char **argv) {
    char s1[] = ""aaaa"";
    char s2[] = ""aabbaa"";
    char s3[] = ""aaaabbbccd"";

    condense_by_removing(s1,'z');
    assert(!strcmp(s1,""aaaa""));

    condense_by_removing(s1,'a');
    assert(!strcmp(s1,""""));

    condense_by_removing(s2,'a');
    assert(!strcmp(s2,""bb""));

    condense_by_removing(s2,'b');
    assert(!strcmp(s2,""""));

    condense_by_removing(s3,'d');
    assert(!strcmp(s3,""aaaabbbcc""));

    condense_by_removing(s3,'a');
    assert(!strcmp(s3,""bbbcc""));

    printf(""Done.\n"");
    return 0;
}

/*
Condense string 'z_term' by removing all instances of charater 'remove'.
Tracks current source position in 'i', rebuilt position in 'j'.

*/

void condense_by_removing(char *z_term, char remove) {
    int i=0, j=0;
    char ch;

    while ((ch = z_term[i++])) {
        if (ch != remove) {
            z_term[j++] = ch;
        }
    }
    z_term[j] = '\0';
}

"
346-10639,Gurgel100/gcc,gcc/testsuite/gcc.dg/pr97467.c,14,1,13,1646552.9333799002,169086.0,9.73795583312634,1142.0,1132.0,38461.0,12696.0,1568.0,585.0,1317.0,546.0,1500000000,0.0010977019555866,1082014363648.0,0.0134487775451545,0.078503430615556,"/* { dg-do compile } */
/* { dg-options ""-Os"" } */

int a;
long b;
unsigned int c = 1;

int main () {
  int e;
  for (; c <= 0; c++) {
    int f = 0;
    b = e;
    a = f || b << c;
  }
  return 0;
}
"
150-23350,EvtimPavlov/c-programming-2014-2015-homework,B/01_Asen_Popov/homework_3/task_3.c,20,1,20,1912938.1980745501,184675.0,10.358402599160687,1344.0,1322.0,41139.0,14603.0,1618.0,637.0,1340.0,594.0,1500000000,0.0012752921320497,1082014363648.0,0.0144361716529037,0.0751497972803272,"#include <stdio.h>

int main() {
	int a,b;
	a=3;
	b=5;
	printf(""(%d, %d)\n"" ,a,b);
	a=5;
	b=7;
	printf(""(%d, %d)\n"" ,a,b);
	int i=1;	
	while (i<9) {
		a=a+1;
		b=a+2;
		if ((a%2!=0)&&(a%3!=0)&&(a%5!=0)&&(a%7!=0)&&(a%9!=0)&&
    		(b%2!=0)&&(b%3!=0)&&(b%5!=0)&&(b%7!=0)&&(b%9!=0)) {
			printf(""(%d, %d)\n"" ,a,b);
			i++;
		}
	}
	return 0;
}
"
280-10868,ILyoan/gdb,gdb/testsuite/gdb.python/py-breakpoint.c,34,2,29,2010260.8250454,169062.0,11.89066732914552,1139.0,1129.0,38453.0,12696.0,1567.0,588.0,1316.0,547.0,1500000000,0.0013401738833636,1082014363648.0,0.0134151967917095,0.0785548104557273,"/* This testcase is part of GDB, the GNU debugger.

   Copyright 2010-2012 Free Software Foundation, Inc.

   This program is free software; you can redistribute it and/or modify
   it under the terms of the GNU General Public License as published by
   the Free Software Foundation; either version 3 of the License, or
   (at your option) any later version.

   This program is distributed in the hope that it will be useful,
   but WITHOUT ANY WARRANTY; without even the implied warranty of
   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
   GNU General Public License for more details.

   You should have received a copy of the GNU General Public License
   along with this program.  If not, see  <http://www.gnu.org/licenses/>.
*/


int result = 0;

int multiply (int i)
{
  return i * i;
}

int add (int i)
{
  return i + i; 
}


int main (int argc, char *argv[])
{
  int foo = 5;
  int bar = 42;
  int i;

  for (i = 0; i < 10; i++)
    {
      result += multiply (foo);  /* Break at multiply. */
      result += add (bar); /* Break at add. */
    }

  return 0; /* Break at end. */
}
"
381-7188,zhangrxiang/learn-c,basic/data-structure/4章栈与队列/04斐波那契函数_Fibonacci.c,25,2,22,552968911.3609493,4042522607.0,0.1367424852597738,1368.0,1348.0,846039247.0,597273153.0,1645.0,639.0,1361.0,599.0,1500000000,0.3686459409072995,1082014363648.0,6.718577146104257e-07,2.9404583512204287e-06,"#include ""stdio.h""

int Fbi(int i)  /* 斐波那契的递归函数 */
{
    if (i < 2)
        return i == 0 ? 0 : 1;
    return Fbi(i - 1) + Fbi(i - 2);  /* 这里Fbi就是函数自己，等于在调用自己 */
}

int main() {
    int i;
    int a[40];
    printf(""迭代显示斐波那契数列：\n"");
    a[0] = 0;
    a[1] = 1;
    printf(""%d "", a[0]);
    printf(""%d "", a[1]);
    for (i = 2; i < 40; i++) {
        a[i] = a[i - 1] + a[i - 2];
        printf(""%ld "", a[i]);
    }
    printf(""\n"");
    printf(""递归显示斐波那契数列：\n"");
    for (i = 0; i < 40; i++)
        printf(""%ld "", Fbi(i));
    printf(""\n"");
    return 0;
}

"
015-21469,kimushu/nios2-gdb-7.0,gdb/testsuite/gdb.base/sigchld.c,26,2,21,1897879.7597809501,172539.0,10.999710210445174,1155.0,1145.0,39332.0,13032.0,1605.0,587.0,1341.0,546.0,1500000000,0.0012652531731873,1082014363648.0,0.0133303195219631,0.0778970284928576,"/* This testcase is part of GDB, the GNU debugger.

   Copyright 2008, 2009 Free Software Foundation, Inc.

   This program is free software; you can redistribute it and/or modify
   it under the terms of the GNU General Public License as published by
   the Free Software Foundation; either version 3 of the License, or
   (at your option) any later version.

   This program is distributed in the hope that it will be useful,
   but WITHOUT ANY WARRANTY; without even the implied warranty of
   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
   GNU General Public License for more details.

   You should have received a copy of the GNU General Public License
   along with this program.  If not, see <http://www.gnu.org/licenses/>.
*/

/* Check that GDB isn't messing the SIGCHLD mask while creating an
   inferior.  */

#include <signal.h>
#include <stdlib.h>

int
main ()
{
  sigset_t mask;

  sigemptyset (&mask);
  sigprocmask (SIG_BLOCK, NULL, &mask);

  if (!sigismember (&mask, SIGCHLD))
    return 0; /* good, not blocked */
  else
    return 1; /* bad, blocked */
}
"
326-9827,wuzhouhui/leetcode,47_permutation_II.c,72,2,35,1528562.97790995,178542.0,8.557728713692017,1263.0,1246.0,40707.0,14009.0,1616.0,643.0,1347.0,597.0,1500000000,0.0010190419852733,1082014363648.0,0.0140527158875782,0.0768148256451494,"/*
 * accepted, but too slow.
 */
#include <stdlib.h>
#include <string.h>

#define STEP	8

static int **res, *ans, maxp, p;
static char *occupy;

static void init(int n)
{
	ans = malloc(n * sizeof(int));
	occupy = calloc(n, sizeof(char));
	res = 0;
	maxp = p = 0;
}

static void deinit(void)
{
	free(ans);
	free(occupy);
}

static void add_ans(int n)
{
	int	i;

	for (i = 0; i <= (p - 1); i++) {
		if (!memcmp(res[i], ans, n * sizeof(int)))
			return;
	}

	if (!res) {
		maxp = STEP;
		res = malloc(maxp * sizeof(int *));
		p = 0;
	}

	if (p >= maxp) {
		maxp += STEP;
		res = realloc(res, maxp * sizeof(int *));
	}
	res[p] = malloc(n * sizeof(int));
	memcpy(res[p], ans, n * sizeof(int));
	p++;
}

static void do_perm(const int *nums, int n, int start)
{
	int	i;

	if (n == start) {
		add_ans(n);
		return;
	}

	for (i = 0; i < n; i++) {
		if (occupy[i])
			continue;
		occupy[i] = 1;
		ans[start] = nums[i];
		do_perm(nums, n, start + 1);
		occupy[i] = 0;
	}
}

int **permuteUnique(int *nums, int numsSize, int *returnSize)
{
	if (!numsSize) {
		*returnSize = 0;
		return(0);
	}

	init(numsSize);
	do_perm(nums, numsSize, 0);
	deinit();
	*returnSize = p;
	return(res);
}

int main(void)
{
	int	**res, ret;
	int	x[] = {1, 1, 2};

	res = permuteUnique(x, 3, &ret);
	return(0);
}
"
